guid,Category
ynat-v1_dev_06850,5
ynat-v1_dev_06851,2
ynat-v1_dev_06852,2
ynat-v1_dev_06853,3
ynat-v1_dev_06854,6
ynat-v1_dev_06855,2
ynat-v1_dev_06856,6
ynat-v1_dev_06857,6
ynat-v1_dev_06858,3
ynat-v1_dev_06859,2
ynat-v1_dev_06860,2
ynat-v1_dev_06861,1
ynat-v1_dev_06862,3
ynat-v1_dev_06863,5
ynat-v1_dev_06864,2
ynat-v1_dev_06865,0
ynat-v1_dev_06866,1
ynat-v1_dev_06867,2
ynat-v1_dev_06868,2
ynat-v1_dev_06869,6
ynat-v1_dev_06870,4
ynat-v1_dev_06871,3
ynat-v1_dev_06872,4
ynat-v1_dev_06873,4
ynat-v1_dev_06874,3
ynat-v1_dev_06875,1
ynat-v1_dev_06876,3
ynat-v1_dev_06877,0
ynat-v1_dev_06878,2
ynat-v1_dev_06879,2
ynat-v1_dev_06880,2
ynat-v1_dev_06881,6
ynat-v1_dev_06882,1
ynat-v1_dev_06883,5
ynat-v1_dev_06884,4
ynat-v1_dev_06885,2
ynat-v1_dev_06886,0
ynat-v1_dev_06887,1
ynat-v1_dev_06888,0
ynat-v1_dev_06889,2
ynat-v1_dev_06890,2
ynat-v1_dev_06891,2
ynat-v1_dev_06892,2
ynat-v1_dev_06893,6
ynat-v1_dev_06894,2
ynat-v1_dev_06895,2
ynat-v1_dev_06896,2
ynat-v1_dev_06897,3
ynat-v1_dev_06898,6
ynat-v1_dev_06899,2
ynat-v1_dev_06900,4
ynat-v1_dev_06901,2
ynat-v1_dev_06902,4
ynat-v1_dev_06903,2
ynat-v1_dev_06904,2
ynat-v1_dev_06905,2
ynat-v1_dev_06906,2
ynat-v1_dev_06907,2
ynat-v1_dev_06908,4
ynat-v1_dev_06909,2
ynat-v1_dev_06910,3
ynat-v1_dev_06911,5
ynat-v1_dev_06912,0
ynat-v1_dev_06913,4
ynat-v1_dev_06914,6
ynat-v1_dev_06915,1
ynat-v1_dev_06916,1
ynat-v1_dev_06917,3
ynat-v1_dev_06918,5
ynat-v1_dev_06919,5
ynat-v1_dev_06920,4
ynat-v1_dev_06921,2
ynat-v1_dev_06922,0
ynat-v1_dev_06923,4
ynat-v1_dev_06924,4
ynat-v1_dev_06925,3
ynat-v1_dev_06926,2
ynat-v1_dev_06927,1
ynat-v1_dev_06928,2
ynat-v1_dev_06929,2
ynat-v1_dev_06930,4
ynat-v1_dev_06931,0
ynat-v1_dev_06932,5
ynat-v1_dev_06933,2
ynat-v1_dev_06934,2
ynat-v1_dev_06935,1
ynat-v1_dev_06936,1
ynat-v1_dev_06937,2
ynat-v1_dev_06938,1
ynat-v1_dev_06939,1
ynat-v1_dev_06940,1
ynat-v1_dev_06941,6
ynat-v1_dev_06942,2
ynat-v1_dev_06943,2
ynat-v1_dev_06944,4
ynat-v1_dev_06945,3
ynat-v1_dev_06946,4
ynat-v1_dev_06947,2
ynat-v1_dev_06948,3
ynat-v1_dev_06949,2
ynat-v1_dev_06950,4
ynat-v1_dev_06951,2
ynat-v1_dev_06952,2
ynat-v1_dev_06953,2
ynat-v1_dev_06954,3
ynat-v1_dev_06955,4
ynat-v1_dev_06956,4
ynat-v1_dev_06957,2
ynat-v1_dev_06958,5
ynat-v1_dev_06959,0
ynat-v1_dev_06960,3
ynat-v1_dev_06961,3
ynat-v1_dev_06962,2
ynat-v1_dev_06963,4
ynat-v1_dev_06964,3
ynat-v1_dev_06965,1
ynat-v1_dev_06966,2
ynat-v1_dev_06967,1
ynat-v1_dev_06968,5
ynat-v1_dev_06969,5
ynat-v1_dev_06970,5
ynat-v1_dev_06971,0
ynat-v1_dev_06972,1
ynat-v1_dev_06973,2
ynat-v1_dev_06974,2
ynat-v1_dev_06975,2
ynat-v1_dev_06976,2
ynat-v1_dev_06977,2
ynat-v1_dev_06978,4
ynat-v1_dev_06979,0
ynat-v1_dev_06980,2
ynat-v1_dev_06981,3
ynat-v1_dev_06982,2
ynat-v1_dev_06983,1
ynat-v1_dev_06984,2
ynat-v1_dev_06985,3
ynat-v1_dev_06986,2
ynat-v1_dev_06987,2
ynat-v1_dev_06988,2
ynat-v1_dev_06989,1
ynat-v1_dev_06990,2
ynat-v1_dev_06991,1
ynat-v1_dev_06992,2
ynat-v1_dev_06993,2
ynat-v1_dev_06994,5
ynat-v1_dev_06995,2
ynat-v1_dev_06996,0
ynat-v1_dev_06997,3
ynat-v1_dev_06998,5
ynat-v1_dev_06999,1
ynat-v1_dev_07000,2
ynat-v1_dev_07001,2
ynat-v1_dev_07002,2
ynat-v1_dev_07003,1
ynat-v1_dev_07004,2
ynat-v1_dev_07005,2
ynat-v1_dev_07006,5
ynat-v1_dev_07007,5
ynat-v1_dev_07008,2
ynat-v1_dev_07009,0
ynat-v1_dev_07010,2
ynat-v1_dev_07011,2
ynat-v1_dev_07012,1
ynat-v1_dev_07013,2
ynat-v1_dev_07014,2
ynat-v1_dev_07015,4
ynat-v1_dev_07016,2
ynat-v1_dev_07017,1
ynat-v1_dev_07018,3
ynat-v1_dev_07019,2
ynat-v1_dev_07020,6
ynat-v1_dev_07021,1
ynat-v1_dev_07022,4
ynat-v1_dev_07023,3
ynat-v1_dev_07024,2
ynat-v1_dev_07025,1
ynat-v1_dev_07026,0
ynat-v1_dev_07027,2
ynat-v1_dev_07028,2
ynat-v1_dev_07029,2
ynat-v1_dev_07030,4
ynat-v1_dev_07031,3
ynat-v1_dev_07032,0
ynat-v1_dev_07033,2
ynat-v1_dev_07034,4
ynat-v1_dev_07035,4
ynat-v1_dev_07036,3
ynat-v1_dev_07037,3
ynat-v1_dev_07038,1
ynat-v1_dev_07039,3
ynat-v1_dev_07040,0
ynat-v1_dev_07041,2
ynat-v1_dev_07042,3
ynat-v1_dev_07043,2
ynat-v1_dev_07044,2
ynat-v1_dev_07045,2
ynat-v1_dev_07046,0
ynat-v1_dev_07047,6
ynat-v1_dev_07048,5
ynat-v1_dev_07049,3
ynat-v1_dev_07050,1
ynat-v1_dev_07051,2
ynat-v1_dev_07052,3
ynat-v1_dev_07053,1
ynat-v1_dev_07054,3
ynat-v1_dev_07055,5
ynat-v1_dev_07056,4
ynat-v1_dev_07057,3
ynat-v1_dev_07058,2
ynat-v1_dev_07059,2
ynat-v1_dev_07060,1
ynat-v1_dev_07061,5
ynat-v1_dev_07062,1
ynat-v1_dev_07063,1
ynat-v1_dev_07064,3
ynat-v1_dev_07065,6
ynat-v1_dev_07066,1
ynat-v1_dev_07067,2
ynat-v1_dev_07068,3
ynat-v1_dev_07069,2
ynat-v1_dev_07070,1
ynat-v1_dev_07071,2
ynat-v1_dev_07072,2
ynat-v1_dev_07073,2
ynat-v1_dev_07074,2
ynat-v1_dev_07075,1
ynat-v1_dev_07076,2
ynat-v1_dev_07077,2
ynat-v1_dev_07078,6
ynat-v1_dev_07079,2
ynat-v1_dev_07080,2
ynat-v1_dev_07081,6
ynat-v1_dev_07082,2
ynat-v1_dev_07083,3
ynat-v1_dev_07084,1
ynat-v1_dev_07085,6
ynat-v1_dev_07086,1
ynat-v1_dev_07087,4
ynat-v1_dev_07088,0
ynat-v1_dev_07089,3
ynat-v1_dev_07090,2
ynat-v1_dev_07091,2
ynat-v1_dev_07092,2
ynat-v1_dev_07093,3
ynat-v1_dev_07094,3
ynat-v1_dev_07095,3
ynat-v1_dev_07096,2
ynat-v1_dev_07097,3
ynat-v1_dev_07098,4
ynat-v1_dev_07099,2
ynat-v1_dev_07100,2
ynat-v1_dev_07101,1
ynat-v1_dev_07102,1
ynat-v1_dev_07103,1
ynat-v1_dev_07104,0
ynat-v1_dev_07105,1
ynat-v1_dev_07106,4
ynat-v1_dev_07107,1
ynat-v1_dev_07108,4
ynat-v1_dev_07109,2
ynat-v1_dev_07110,6
ynat-v1_dev_07111,0
ynat-v1_dev_07112,2
ynat-v1_dev_07113,0
ynat-v1_dev_07114,2
ynat-v1_dev_07115,3
ynat-v1_dev_07116,3
ynat-v1_dev_07117,1
ynat-v1_dev_07118,4
ynat-v1_dev_07119,5
ynat-v1_dev_07120,6
ynat-v1_dev_07121,3
ynat-v1_dev_07122,2
ynat-v1_dev_07123,6
ynat-v1_dev_07124,4
ynat-v1_dev_07125,2
ynat-v1_dev_07126,1
ynat-v1_dev_07127,2
ynat-v1_dev_07128,2
ynat-v1_dev_07129,6
ynat-v1_dev_07130,2
ynat-v1_dev_07131,2
ynat-v1_dev_07132,5
ynat-v1_dev_07133,6
ynat-v1_dev_07134,4
ynat-v1_dev_07135,2
ynat-v1_dev_07136,2
ynat-v1_dev_07137,2
ynat-v1_dev_07138,0
ynat-v1_dev_07139,1
ynat-v1_dev_07140,2
ynat-v1_dev_07141,2
ynat-v1_dev_07142,0
ynat-v1_dev_07143,0
ynat-v1_dev_07144,2
ynat-v1_dev_07145,0
ynat-v1_dev_07146,2
ynat-v1_dev_07147,2
ynat-v1_dev_07148,2
ynat-v1_dev_07149,3
ynat-v1_dev_07150,0
ynat-v1_dev_07151,4
ynat-v1_dev_07152,0
ynat-v1_dev_07153,1
ynat-v1_dev_07154,1
ynat-v1_dev_07155,2
ynat-v1_dev_07156,2
ynat-v1_dev_07157,1
ynat-v1_dev_07158,3
ynat-v1_dev_07159,4
ynat-v1_dev_07160,2
ynat-v1_dev_07161,3
ynat-v1_dev_07162,2
ynat-v1_dev_07163,0
ynat-v1_dev_07164,3
ynat-v1_dev_07165,4
ynat-v1_dev_07166,4
ynat-v1_dev_07167,4
ynat-v1_dev_07168,4
ynat-v1_dev_07169,2
ynat-v1_dev_07170,2
ynat-v1_dev_07171,4
ynat-v1_dev_07172,5
ynat-v1_dev_07173,2
ynat-v1_dev_07174,0
ynat-v1_dev_07175,2
ynat-v1_dev_07176,1
ynat-v1_dev_07177,2
ynat-v1_dev_07178,3
ynat-v1_dev_07179,1
ynat-v1_dev_07180,2
ynat-v1_dev_07181,6
ynat-v1_dev_07182,1
ynat-v1_dev_07183,3
ynat-v1_dev_07184,2
ynat-v1_dev_07185,2
ynat-v1_dev_07186,3
ynat-v1_dev_07187,3
ynat-v1_dev_07188,1
ynat-v1_dev_07189,1
ynat-v1_dev_07190,2
ynat-v1_dev_07191,6
ynat-v1_dev_07192,1
ynat-v1_dev_07193,2
ynat-v1_dev_07194,2
ynat-v1_dev_07195,2
ynat-v1_dev_07196,5
ynat-v1_dev_07197,3
ynat-v1_dev_07198,1
ynat-v1_dev_07199,2
ynat-v1_dev_07200,2
ynat-v1_dev_07201,2
ynat-v1_dev_07202,1
ynat-v1_dev_07203,3
ynat-v1_dev_07204,2
ynat-v1_dev_07205,0
ynat-v1_dev_07206,6
ynat-v1_dev_07207,2
ynat-v1_dev_07208,1
ynat-v1_dev_07209,2
ynat-v1_dev_07210,3
ynat-v1_dev_07211,1
ynat-v1_dev_07212,2
ynat-v1_dev_07213,2
ynat-v1_dev_07214,2
ynat-v1_dev_07215,3
ynat-v1_dev_07216,3
ynat-v1_dev_07217,4
ynat-v1_dev_07218,3
ynat-v1_dev_07219,1
ynat-v1_dev_07220,1
ynat-v1_dev_07221,3
ynat-v1_dev_07222,2
ynat-v1_dev_07223,2
ynat-v1_dev_07224,6
ynat-v1_dev_07225,2
ynat-v1_dev_07226,4
ynat-v1_dev_07227,2
ynat-v1_dev_07228,1
ynat-v1_dev_07229,3
ynat-v1_dev_07230,6
ynat-v1_dev_07231,3
ynat-v1_dev_07232,6
ynat-v1_dev_07233,2
ynat-v1_dev_07234,2
ynat-v1_dev_07235,3
ynat-v1_dev_07236,1
ynat-v1_dev_07237,5
ynat-v1_dev_07238,4
ynat-v1_dev_07239,1
ynat-v1_dev_07240,2
ynat-v1_dev_07241,2
ynat-v1_dev_07242,2
ynat-v1_dev_07243,3
ynat-v1_dev_07244,2
ynat-v1_dev_07245,6
ynat-v1_dev_07246,3
ynat-v1_dev_07247,2
ynat-v1_dev_07248,2
ynat-v1_dev_07249,2
ynat-v1_dev_07250,2
ynat-v1_dev_07251,5
ynat-v1_dev_07252,1
ynat-v1_dev_07253,2
ynat-v1_dev_07254,1
ynat-v1_dev_07255,4
ynat-v1_dev_07256,2
ynat-v1_dev_07257,2
ynat-v1_dev_07258,2
ynat-v1_dev_07259,3
ynat-v1_dev_07260,0
ynat-v1_dev_07261,3
ynat-v1_dev_07262,3
ynat-v1_dev_07263,5
ynat-v1_dev_07264,2
ynat-v1_dev_07265,2
ynat-v1_dev_07266,6
ynat-v1_dev_07267,1
ynat-v1_dev_07268,2
ynat-v1_dev_07269,0
ynat-v1_dev_07270,2
ynat-v1_dev_07271,1
ynat-v1_dev_07272,2
ynat-v1_dev_07273,3
ynat-v1_dev_07274,2
ynat-v1_dev_07275,2
ynat-v1_dev_07276,2
ynat-v1_dev_07277,2
ynat-v1_dev_07278,2
ynat-v1_dev_07279,2
ynat-v1_dev_07280,5
ynat-v1_dev_07281,3
ynat-v1_dev_07282,4
ynat-v1_dev_07283,3
ynat-v1_dev_07284,4
ynat-v1_dev_07285,2
ynat-v1_dev_07286,2
ynat-v1_dev_07287,4
ynat-v1_dev_07288,2
ynat-v1_dev_07289,3
ynat-v1_dev_07290,2
ynat-v1_dev_07291,2
ynat-v1_dev_07292,1
ynat-v1_dev_07293,6
ynat-v1_dev_07294,3
ynat-v1_dev_07295,5
ynat-v1_dev_07296,1
ynat-v1_dev_07297,2
ynat-v1_dev_07298,6
ynat-v1_dev_07299,3
ynat-v1_dev_07300,2
ynat-v1_dev_07301,0
ynat-v1_dev_07302,3
ynat-v1_dev_07303,3
ynat-v1_dev_07304,4
ynat-v1_dev_07305,2
ynat-v1_dev_07306,1
ynat-v1_dev_07307,1
ynat-v1_dev_07308,3
ynat-v1_dev_07309,1
ynat-v1_dev_07310,2
ynat-v1_dev_07311,1
ynat-v1_dev_07312,2
ynat-v1_dev_07313,2
ynat-v1_dev_07314,2
ynat-v1_dev_07315,3
ynat-v1_dev_07316,1
ynat-v1_dev_07317,4
ynat-v1_dev_07318,4
ynat-v1_dev_07319,2
ynat-v1_dev_07320,4
ynat-v1_dev_07321,2
ynat-v1_dev_07322,2
ynat-v1_dev_07323,2
ynat-v1_dev_07324,1
ynat-v1_dev_07325,3
ynat-v1_dev_07326,1
ynat-v1_dev_07327,3
ynat-v1_dev_07328,2
ynat-v1_dev_07329,3
ynat-v1_dev_07330,2
ynat-v1_dev_07331,2
ynat-v1_dev_07332,4
ynat-v1_dev_07333,1
ynat-v1_dev_07334,3
ynat-v1_dev_07335,1
ynat-v1_dev_07336,0
ynat-v1_dev_07337,2
ynat-v1_dev_07338,5
ynat-v1_dev_07339,2
ynat-v1_dev_07340,4
ynat-v1_dev_07341,2
ynat-v1_dev_07342,3
ynat-v1_dev_07343,5
ynat-v1_dev_07344,1
ynat-v1_dev_07345,2
ynat-v1_dev_07346,1
ynat-v1_dev_07347,2
ynat-v1_dev_07348,2
ynat-v1_dev_07349,6
ynat-v1_dev_07350,2
ynat-v1_dev_07351,2
ynat-v1_dev_07352,2
ynat-v1_dev_07353,3
ynat-v1_dev_07354,1
ynat-v1_dev_07355,1
ynat-v1_dev_07356,5
ynat-v1_dev_07357,4
ynat-v1_dev_07358,1
ynat-v1_dev_07359,2
ynat-v1_dev_07360,3
ynat-v1_dev_07361,2
ynat-v1_dev_07362,2
ynat-v1_dev_07363,2
ynat-v1_dev_07364,2
ynat-v1_dev_07365,4
ynat-v1_dev_07366,3
ynat-v1_dev_07367,3
ynat-v1_dev_07368,2
ynat-v1_dev_07369,4
ynat-v1_dev_07370,3
ynat-v1_dev_07371,2
ynat-v1_dev_07372,4
ynat-v1_dev_07373,2
ynat-v1_dev_07374,2
ynat-v1_dev_07375,6
ynat-v1_dev_07376,2
ynat-v1_dev_07377,4
ynat-v1_dev_07378,6
ynat-v1_dev_07379,0
ynat-v1_dev_07380,3
ynat-v1_dev_07381,1
ynat-v1_dev_07382,4
ynat-v1_dev_07383,6
ynat-v1_dev_07384,2
ynat-v1_dev_07385,3
ynat-v1_dev_07386,5
ynat-v1_dev_07387,2
ynat-v1_dev_07388,2
ynat-v1_dev_07389,2
ynat-v1_dev_07390,2
ynat-v1_dev_07391,2
ynat-v1_dev_07392,2
ynat-v1_dev_07393,0
ynat-v1_dev_07394,1
ynat-v1_dev_07395,3
ynat-v1_dev_07396,2
ynat-v1_dev_07397,2
ynat-v1_dev_07398,2
ynat-v1_dev_07399,3
ynat-v1_dev_07400,0
ynat-v1_dev_07401,2
ynat-v1_dev_07402,2
ynat-v1_dev_07403,4
ynat-v1_dev_07404,3
ynat-v1_dev_07405,2
ynat-v1_dev_07406,2
ynat-v1_dev_07407,1
ynat-v1_dev_07408,6
ynat-v1_dev_07409,0
ynat-v1_dev_07410,0
ynat-v1_dev_07411,5
ynat-v1_dev_07412,3
ynat-v1_dev_07413,3
ynat-v1_dev_07414,1
ynat-v1_dev_07415,2
ynat-v1_dev_07416,1
ynat-v1_dev_07417,1
ynat-v1_dev_07418,2
ynat-v1_dev_07419,3
ynat-v1_dev_07420,2
ynat-v1_dev_07421,0
ynat-v1_dev_07422,4
ynat-v1_dev_07423,1
ynat-v1_dev_07424,1
ynat-v1_dev_07425,4
ynat-v1_dev_07426,2
ynat-v1_dev_07427,2
ynat-v1_dev_07428,2
ynat-v1_dev_07429,2
ynat-v1_dev_07430,2
ynat-v1_dev_07431,5
ynat-v1_dev_07432,2
ynat-v1_dev_07433,4
ynat-v1_dev_07434,2
ynat-v1_dev_07435,3
ynat-v1_dev_07436,3
ynat-v1_dev_07437,0
ynat-v1_dev_07438,4
ynat-v1_dev_07439,2
ynat-v1_dev_07440,3
ynat-v1_dev_07441,3
ynat-v1_dev_07442,2
ynat-v1_dev_07443,1
ynat-v1_dev_07444,2
ynat-v1_dev_07445,2
ynat-v1_dev_07446,4
ynat-v1_dev_07447,2
ynat-v1_dev_07448,2
ynat-v1_dev_07449,1
ynat-v1_dev_07450,3
ynat-v1_dev_07451,3
ynat-v1_dev_07452,2
ynat-v1_dev_07453,2
ynat-v1_dev_07454,3
ynat-v1_dev_07455,6
ynat-v1_dev_07456,1
ynat-v1_dev_07457,2
ynat-v1_dev_07458,2
ynat-v1_dev_07459,3
ynat-v1_dev_07460,1
ynat-v1_dev_07461,2
ynat-v1_dev_07462,2
ynat-v1_dev_07463,1
ynat-v1_dev_07464,3
ynat-v1_dev_07465,1
ynat-v1_dev_07466,2
ynat-v1_dev_07467,3
ynat-v1_dev_07468,2
ynat-v1_dev_07469,2
ynat-v1_dev_07470,1
ynat-v1_dev_07471,1
ynat-v1_dev_07472,0
ynat-v1_dev_07473,2
ynat-v1_dev_07474,4
ynat-v1_dev_07475,1
ynat-v1_dev_07476,4
ynat-v1_dev_07477,3
ynat-v1_dev_07478,2
ynat-v1_dev_07479,3
ynat-v1_dev_07480,1
ynat-v1_dev_07481,2
ynat-v1_dev_07482,2
ynat-v1_dev_07483,6
ynat-v1_dev_07484,6
ynat-v1_dev_07485,2
ynat-v1_dev_07486,4
ynat-v1_dev_07487,1
ynat-v1_dev_07488,6
ynat-v1_dev_07489,2
ynat-v1_dev_07490,2
ynat-v1_dev_07491,3
ynat-v1_dev_07492,2
ynat-v1_dev_07493,3
ynat-v1_dev_07494,2
ynat-v1_dev_07495,2
ynat-v1_dev_07496,6
ynat-v1_dev_07497,2
ynat-v1_dev_07498,2
ynat-v1_dev_07499,4
ynat-v1_dev_07500,0
ynat-v1_dev_07501,3
ynat-v1_dev_07502,2
ynat-v1_dev_07503,1
ynat-v1_dev_07504,0
ynat-v1_dev_07505,5
ynat-v1_dev_07506,3
ynat-v1_dev_07507,1
ynat-v1_dev_07508,1
ynat-v1_dev_07509,2
ynat-v1_dev_07510,3
ynat-v1_dev_07511,3
ynat-v1_dev_07512,4
ynat-v1_dev_07513,3
ynat-v1_dev_07514,2
ynat-v1_dev_07515,0
ynat-v1_dev_07516,1
ynat-v1_dev_07517,3
ynat-v1_dev_07518,2
ynat-v1_dev_07519,6
ynat-v1_dev_07520,2
ynat-v1_dev_07521,2
ynat-v1_dev_07522,1
ynat-v1_dev_07523,6
ynat-v1_dev_07524,3
ynat-v1_dev_07525,5
ynat-v1_dev_07526,2
ynat-v1_dev_07527,1
ynat-v1_dev_07528,1
ynat-v1_dev_07529,2
ynat-v1_dev_07530,2
ynat-v1_dev_07531,2
ynat-v1_dev_07532,6
ynat-v1_dev_07533,2
ynat-v1_dev_07534,1
ynat-v1_dev_07535,2
ynat-v1_dev_07536,3
ynat-v1_dev_07537,2
ynat-v1_dev_07538,4
ynat-v1_dev_07539,3
ynat-v1_dev_07540,2
ynat-v1_dev_07541,1
ynat-v1_dev_07542,3
ynat-v1_dev_07543,2
ynat-v1_dev_07544,2
ynat-v1_dev_07545,1
ynat-v1_dev_07546,2
ynat-v1_dev_07547,2
ynat-v1_dev_07548,2
ynat-v1_dev_07549,1
ynat-v1_dev_07550,0
ynat-v1_dev_07551,1
ynat-v1_dev_07552,0
ynat-v1_dev_07553,2
ynat-v1_dev_07554,2
ynat-v1_dev_07555,2
ynat-v1_dev_07556,3
ynat-v1_dev_07557,2
ynat-v1_dev_07558,2
ynat-v1_dev_07559,2
ynat-v1_dev_07560,2
ynat-v1_dev_07561,2
ynat-v1_dev_07562,2
ynat-v1_dev_07563,1
ynat-v1_dev_07564,0
ynat-v1_dev_07565,3
ynat-v1_dev_07566,2
ynat-v1_dev_07567,3
ynat-v1_dev_07568,5
ynat-v1_dev_07569,5
ynat-v1_dev_07570,6
ynat-v1_dev_07571,1
ynat-v1_dev_07572,1
ynat-v1_dev_07573,1
ynat-v1_dev_07574,2
ynat-v1_dev_07575,0
ynat-v1_dev_07576,2
ynat-v1_dev_07577,0
ynat-v1_dev_07578,6
ynat-v1_dev_07579,6
ynat-v1_dev_07580,1
ynat-v1_dev_07581,1
ynat-v1_dev_07582,4
ynat-v1_dev_07583,3
ynat-v1_dev_07584,0
ynat-v1_dev_07585,3
ynat-v1_dev_07586,2
ynat-v1_dev_07587,2
ynat-v1_dev_07588,3
ynat-v1_dev_07589,0
ynat-v1_dev_07590,2
ynat-v1_dev_07591,1
ynat-v1_dev_07592,2
ynat-v1_dev_07593,2
ynat-v1_dev_07594,2
ynat-v1_dev_07595,2
ynat-v1_dev_07596,1
ynat-v1_dev_07597,3
ynat-v1_dev_07598,0
ynat-v1_dev_07599,3
ynat-v1_dev_07600,3
ynat-v1_dev_07601,1
ynat-v1_dev_07602,2
ynat-v1_dev_07603,3
ynat-v1_dev_07604,3
ynat-v1_dev_07605,5
ynat-v1_dev_07606,2
ynat-v1_dev_07607,2
ynat-v1_dev_07608,2
ynat-v1_dev_07609,3
ynat-v1_dev_07610,0
ynat-v1_dev_07611,6
ynat-v1_dev_07612,1
ynat-v1_dev_07613,2
ynat-v1_dev_07614,5
ynat-v1_dev_07615,0
ynat-v1_dev_07616,5
ynat-v1_dev_07617,6
ynat-v1_dev_07618,2
ynat-v1_dev_07619,1
ynat-v1_dev_07620,1
ynat-v1_dev_07621,2
ynat-v1_dev_07622,2
ynat-v1_dev_07623,2
ynat-v1_dev_07624,0
ynat-v1_dev_07625,5
ynat-v1_dev_07626,4
ynat-v1_dev_07627,2
ynat-v1_dev_07628,3
ynat-v1_dev_07629,3
ynat-v1_dev_07630,0
ynat-v1_dev_07631,3
ynat-v1_dev_07632,6
ynat-v1_dev_07633,3
ynat-v1_dev_07634,6
ynat-v1_dev_07635,2
ynat-v1_dev_07636,0
ynat-v1_dev_07637,5
ynat-v1_dev_07638,5
ynat-v1_dev_07639,4
ynat-v1_dev_07640,3
ynat-v1_dev_07641,3
ynat-v1_dev_07642,3
ynat-v1_dev_07643,2
ynat-v1_dev_07644,4
ynat-v1_dev_07645,2
ynat-v1_dev_07646,2
ynat-v1_dev_07647,2
ynat-v1_dev_07648,2
ynat-v1_dev_07649,1
ynat-v1_dev_07650,2
ynat-v1_dev_07651,1
ynat-v1_dev_07652,2
ynat-v1_dev_07653,6
ynat-v1_dev_07654,4
ynat-v1_dev_07655,0
ynat-v1_dev_07656,5
ynat-v1_dev_07657,0
ynat-v1_dev_07658,2
ynat-v1_dev_07659,2
ynat-v1_dev_07660,3
ynat-v1_dev_07661,5
ynat-v1_dev_07662,6
ynat-v1_dev_07663,3
ynat-v1_dev_07664,4
ynat-v1_dev_07665,2
ynat-v1_dev_07666,2
ynat-v1_dev_07667,4
ynat-v1_dev_07668,2
ynat-v1_dev_07669,6
ynat-v1_dev_07670,3
ynat-v1_dev_07671,3
ynat-v1_dev_07672,1
ynat-v1_dev_07673,2
ynat-v1_dev_07674,2
ynat-v1_dev_07675,2
ynat-v1_dev_07676,2
ynat-v1_dev_07677,1
ynat-v1_dev_07678,2
ynat-v1_dev_07679,2
ynat-v1_dev_07680,3
ynat-v1_dev_07681,4
ynat-v1_dev_07682,3
ynat-v1_dev_07683,2
ynat-v1_dev_07684,2
ynat-v1_dev_07685,2
ynat-v1_dev_07686,4
ynat-v1_dev_07687,0
ynat-v1_dev_07688,1
ynat-v1_dev_07689,2
ynat-v1_dev_07690,2
ynat-v1_dev_07691,1
ynat-v1_dev_07692,2
ynat-v1_dev_07693,0
ynat-v1_dev_07694,0
ynat-v1_dev_07695,2
ynat-v1_dev_07696,1
ynat-v1_dev_07697,2
ynat-v1_dev_07698,0
ynat-v1_dev_07699,1
ynat-v1_dev_07700,1
ynat-v1_dev_07701,2
ynat-v1_dev_07702,4
ynat-v1_dev_07703,1
ynat-v1_dev_07704,1
ynat-v1_dev_07705,2
ynat-v1_dev_07706,1
ynat-v1_dev_07707,2
ynat-v1_dev_07708,1
ynat-v1_dev_07709,1
ynat-v1_dev_07710,2
ynat-v1_dev_07711,1
ynat-v1_dev_07712,6
ynat-v1_dev_07713,1
ynat-v1_dev_07714,2
ynat-v1_dev_07715,3
ynat-v1_dev_07716,6
ynat-v1_dev_07717,0
ynat-v1_dev_07718,3
ynat-v1_dev_07719,2
ynat-v1_dev_07720,2
ynat-v1_dev_07721,2
ynat-v1_dev_07722,4
ynat-v1_dev_07723,2
ynat-v1_dev_07724,1
ynat-v1_dev_07725,3
ynat-v1_dev_07726,0
ynat-v1_dev_07727,1
ynat-v1_dev_07728,3
ynat-v1_dev_07729,2
ynat-v1_dev_07730,2
ynat-v1_dev_07731,2
ynat-v1_dev_07732,3
ynat-v1_dev_07733,0
ynat-v1_dev_07734,2
ynat-v1_dev_07735,4
ynat-v1_dev_07736,0
ynat-v1_dev_07737,3
ynat-v1_dev_07738,2
ynat-v1_dev_07739,2
ynat-v1_dev_07740,0
ynat-v1_dev_07741,2
ynat-v1_dev_07742,0
ynat-v1_dev_07743,1
ynat-v1_dev_07744,1
ynat-v1_dev_07745,0
ynat-v1_dev_07746,6
ynat-v1_dev_07747,2
ynat-v1_dev_07748,2
ynat-v1_dev_07749,0
ynat-v1_dev_07750,3
ynat-v1_dev_07751,3
ynat-v1_dev_07752,2
ynat-v1_dev_07753,1
ynat-v1_dev_07754,2
ynat-v1_dev_07755,1
ynat-v1_dev_07756,2
ynat-v1_dev_07757,2
ynat-v1_dev_07758,1
ynat-v1_dev_07759,2
ynat-v1_dev_07760,1
ynat-v1_dev_07761,6
ynat-v1_dev_07762,0
ynat-v1_dev_07763,3
ynat-v1_dev_07764,2
ynat-v1_dev_07765,1
ynat-v1_dev_07766,2
ynat-v1_dev_07767,2
ynat-v1_dev_07768,2
ynat-v1_dev_07769,4
ynat-v1_dev_07770,1
ynat-v1_dev_07771,2
ynat-v1_dev_07772,6
ynat-v1_dev_07773,2
ynat-v1_dev_07774,2
ynat-v1_dev_07775,3
ynat-v1_dev_07776,2
ynat-v1_dev_07777,3
ynat-v1_dev_07778,3
ynat-v1_dev_07779,1
ynat-v1_dev_07780,2
ynat-v1_dev_07781,1
